-0.02032	-0.08900	0.11629	-0.09680	-0.07709	-0.04422	-0.01601	-0.05306	-0.04263	-0.10806	0.13530	0.04061	0.01044	-0.04288	-0.07608	-0.00447	0.11854	-0.06997	0.07009	0.05589	0.04992	0.03550	0.04501	0.05808	-0.11322	0.20252	0.01030	-0.04740	-0.10226	-0.12952	0.02931	-0.18631	0.18933	-0.00764	-0.17659	0.19621	-0.09960	0.02545	-0.16730	-0.04871	0.18581	-0.02646	-0.06169	-0.04208	0.09121	0.08449	-0.04709	0.03730	-0.04357	0.00622	-0.08077	-0.00363	-0.07749	0.03885	0.24901	0.03029	-0.05751	-0.08614	-0.21301	-0.01269	-0.05428	0.11351	-0.03709	-0.12106	-0.05120	0.01857	-0.06227	-0.09879	-0.03223	0.06532	-0.07211	-0.09117	-0.01693	0.10329	-0.00529	0.00833	-0.07429	-0.03466	-0.08132	0.01007	0.10728	0.06902	-0.02625	0.06399	-0.01885	-0.12987	-0.08172	0.08873	-0.08969	-0.15149	-0.03728	-0.08113	-0.11765	0.04953	-0.12865	-0.10637	-0.00690	0.03824	0.12133	-0.26314	0.06807	-0.09827	0.10949	0.04700	0.26086	-0.21091	-0.08650	-0.01715	-0.00325	0.05950	-0.11322	-0.02394	-0.09582	-0.17994	-0.00769	0.02868	0.05563	-0.09350	-0.04736	0.07420	-0.06133	-0.06480	0.12461	-0.14774	-0.07360	0.08314	0.11857	0.04837	-0.05067	-0.01935	-0.03144	-0.07832	0.10820	0.01192	-0.09945	-0.00101	0.08276	-0.03963	-0.00796	-0.01411	0.04168	-0.02996	-0.03091	-0.04448	-0.20525	0.08690	0.10531	-0.01145	-0.14069	0.02357	0.08003	0.05251	0.06321	-0.07889	-0.13426	-0.06473	0.07729	-0.00462	0.14390	-0.18366	0.04990	-0.19758	0.00543	-0.09391	0.11545	0.13617	-0.01429	0.14804	-0.01128	0.00881	-0.09061	0.08905	0.04950	-0.06450	0.15032	0.01466	0.04026	0.01935	0.03801	0.00403	0.08638	-0.09410	-0.12953	-0.05207	-0.00469	0.10896	0.01435	-0.00456	0.03495	-0.11436	0.09785	0.06682	0.04466	0.13270	0.03070	0.14591	0.04839	0.08598	-0.03318	0.07356
0.01558	-0.03212	0.10436	-0.07474	-0.21418	0.06095	0.09065	-0.01567	-0.00218	-0.13602	0.07024	-0.03406	-0.03026	-0.01499	-0.00345	-0.03223	0.12914	-0.01135	0.04279	0.15693	-0.02697	-0.06001	0.11488	-0.02904	-0.10342	0.25416	-0.07787	0.01384	-0.13962	-0.09790	0.00978	-0.19006	0.21703	-0.07186	-0.13757	0.09510	-0.20894	-0.00565	-0.19326	0.10973	0.17569	-0.05503	-0.01046	-0.02791	0.03912	0.14498	-0.11285	0.02203	-0.01820	-0.00242	-0.12321	-0.10184	-0.07795	0.01556	0.26203	0.08920	-0.07934	-0.11185	-0.16314	0.06050	0.00583	0.02937	-0.09254	-0.12729	-0.09559	0.03049	-0.02194	-0.03954	-0.02039	0.10399	-0.09513	-0.00550	-0.01472	0.11077	-0.02537	-0.00536	-0.10692	-0.05747	-0.08350	0.05184	0.11434	0.08901	-0.06976	0.08319	-0.05982	-0.14751	-0.00942	0.07658	-0.10640	-0.14465	-0.09045	-0.10609	-0.06696	0.09059	-0.17721	-0.05474	-0.08799	0.03700	0.06573	-0.18705	0.05598	-0.04182	0.10829	0.05375	0.30815	-0.16538	-0.05845	-0.05682	-0.00760	0.04178	-0.16105	-0.09220	-0.10459	-0.20713	0.03953	-0.00867	0.01687	-0.03458	-0.01334	0.11135	-0.04227	-0.14930	0.05292	-0.03628	0.00314	0.11064	0.17565	0.01216	-0.06120	-0.08241	-0.09702	0.06765	0.13552	-0.05114	-0.13518	0.04190	-0.01464	0.07036	-0.01856	-0.10078	0.00757	-0.00116	-0.02872	-0.03092	-0.15845	0.14797	0.12552	-0.01455	-0.13808	-0.02156	0.07369	0.00472	0.07530	-0.09657	-0.13202	-0.07943	0.11232	0.02129	0.20012	-0.19366	0.02328	-0.09779	-0.03016	-0.01471	0.15569	0.13055	-0.00596	0.23656	0.00535	0.02577	-0.11567	0.04684	0.04814	-0.00709	0.03049	0.01297	0.05292	0.03525	0.02056	-0.01246	-0.07511	-0.08108	-0.09451	-0.04044	-0.09663	0.11549	-0.03745	0.06303	0.01259	-0.09183	0.02664	0.12568	0.02798	0.07611	0.01966	0.17569	0.08793	-0.02432	-0.02673	0.05776
-0.00548	-0.11523	0.09128	-0.12989	-0.07574	-0.06071	-0.00317	-0.04851	-0.06343	-0.11246	0.13977	0.04654	0.02170	-0.05590	-0.08495	0.00368	0.11501	-0.07958	0.07934	0.04695	0.02671	0.04383	0.04857	0.06341	-0.11026	0.22310	-0.01187	-0.06072	-0.09225	-0.13677	0.03448	-0.15872	0.18860	-0.01598	-0.17810	0.16697	-0.11374	0.03543	-0.17820	-0.05136	0.18525	-0.01609	-0.07355	-0.04812	0.08834	0.07224	-0.04550	0.00618	-0.04561	0.00210	-0.06702	0.00632	-0.09269	0.00976	0.24886	0.01826	-0.05348	-0.06976	-0.20826	-0.01137	-0.05342	0.10578	-0.03094	-0.11594	-0.10206	0.02275	-0.11137	-0.10562	-0.05034	0.07774	-0.06898	-0.08896	-0.01020	0.10584	0.00838	-0.02121	-0.11432	-0.02867	-0.09563	0.00228	0.13524	0.07887	-0.02460	0.08086	-0.04181	-0.14927	-0.07663	0.10269	-0.08876	-0.15165	-0.04656	-0.08539	-0.13194	0.00545	-0.11549	-0.10427	-0.00252	0.01640	0.11619	-0.25421	0.07884	-0.09990	0.08970	0.09043	0.23368	-0.21949	-0.07497	0.01572	0.01648	0.04887	-0.11868	-0.02585	-0.09823	-0.17490	0.00620	0.04589	0.05982	-0.08826	-0.03221	0.08336	-0.03650	-0.04538	0.12647	-0.14568	-0.06235	0.06930	0.11350	0.06120	-0.03471	-0.01016	-0.03210	-0.09812	0.11320	0.00456	-0.07361	0.00087	0.06291	-0.05522	-0.03638	-0.02657	0.06631	0.00683	-0.04235	-0.04334	-0.19678	0.09284	0.09656	-0.02934	-0.14036	0.03836	0.07135	0.05457	0.05728	-0.08307	-0.12214	-0.06458	0.07642	0.00663	0.13803	-0.16747	0.04501	-0.19235	0.00849	-0.06672	0.14320	0.13444	-0.02320	0.13802	-0.02511	0.02481	-0.11029	0.07008	0.05365	-0.05778	0.15976	0.00761	0.04048	0.00529	0.00585	0.01078	0.09909	-0.08124	-0.13785	-0.08177	-0.03896	0.11501	0.00776	0.00394	0.02223	-0.09266	0.10236	0.05813	0.06859	0.10192	0.02362	0.15312	0.04737	0.08693	-0.03547	0.10144
-0.00629	-0.12979	0.10605	-0.11352	-0.06668	-0.05188	-0.00886	-0.07183	-0.04250	-0.07771	0.13336	0.04883	0.02222	-0.05676	-0.09163	0.00811	0.09415	-0.09994	0.08489	0.05167	0.02944	0.02073	0.04524	0.06422	-0.13219	0.21862	-0.01802	-0.03868	-0.10603	-0.14497	0.03277	-0.16016	0.18559	-0.02922	-0.15561	0.17004	-0.12070	0.03312	-0.16722	-0.05957	0.16932	-0.02671	-0.03738	-0.04296	0.08224	0.06521	-0.05348	0.00417	-0.04460	-0.01296	-0.07097	0.01727	-0.08787	0.01156	0.25890	0.03242	-0.05164	-0.09347	-0.20382	-0.01180	-0.06941	0.11041	-0.02102	-0.12286	-0.08839	0.02902	-0.12044	-0.12913	-0.04339	0.08077	-0.08658	-0.07123	-0.01597	0.12088	-0.00335	0.00188	-0.12038	-0.04620	-0.09393	-0.00995	0.10546	0.06920	-0.00338	0.07616	-0.02041	-0.14618	-0.05972	0.09180	-0.09130	-0.14628	-0.02915	-0.10430	-0.13200	0.01955	-0.12190	-0.09098	0.00299	0.02613	0.11054	-0.26487	0.07560	-0.07899	0.09234	0.09788	0.21296	-0.22337	-0.05435	-0.01030	0.02653	0.05293	-0.11453	-0.01937	-0.09556	-0.18327	0.00111	0.03789	0.05466	-0.07616	-0.04543	0.07028	-0.01410	-0.01610	0.10689	-0.14713	-0.04960	0.04896	0.10447	0.05056	-0.04908	-0.00228	-0.02102	-0.10241	0.12782	-0.00009	-0.06470	0.01515	0.08359	-0.05720	-0.00934	-0.00581	0.05414	0.00152	-0.06463	-0.02717	-0.21016	0.08555	0.08444	-0.04702	-0.13476	-0.00186	0.08373	0.05806	0.07653	-0.06579	-0.13041	-0.06138	0.06463	-0.01989	0.15096	-0.15567	0.03133	-0.20159	0.02000	-0.08534	0.14388	0.12125	0.00766	0.12951	-0.02293	0.03455	-0.09601	0.07405	0.08161	-0.05623	0.15311	0.01115	0.05420	-0.00256	0.03549	0.01306	0.10891	-0.08923	-0.14307	-0.06642	-0.03124	0.11986	0.01601	-0.00640	0.03472	-0.10925	0.11505	0.06285	0.08699	0.10805	0.02535	0.13390	0.05063	0.07865	-0.04597	0.11366
0.03771	-0.04847	0.08842	-0.09847	-0.20480	0.04408	0.09431	-0.01879	-0.00977	-0.13964	0.06989	-0.02068	-0.02102	-0.02329	-0.01321	-0.01482	0.13708	-0.03418	0.04357	0.15262	-0.03055	-0.04736	0.12006	-0.02837	-0.09962	0.26859	-0.09786	0.00194	-0.13182	-0.10529	0.02277	-0.16545	0.21592	-0.07596	-0.13729	0.07780	-0.22212	0.02843	-0.19664	0.10953	0.17012	-0.03442	-0.02683	-0.02990	0.03489	0.13022	-0.10725	0.01015	-0.01904	-0.00151	-0.11142	-0.08304	-0.07663	-0.01095	0.27223	0.08169	-0.07260	-0.10309	-0.15365	0.05442	0.00756	0.02999	-0.08595	-0.11830	-0.13478	0.03047	-0.05751	-0.04481	-0.03251	0.10851	-0.09726	-0.01389	-0.01670	0.10011	-0.00814	-0.03722	-0.13094	-0.04651	-0.09842	0.04340	0.13265	0.10446	-0.05556	0.08430	-0.07440	-0.16260	-0.01093	0.09233	-0.09839	-0.14292	-0.08153	-0.10530	-0.07534	0.06544	-0.16292	-0.05022	-0.08728	0.02777	0.06654	-0.17550	0.06339	-0.04835	0.09252	0.08693	0.28613	-0.17202	-0.05471	-0.04482	-0.00028	0.02379	-0.15537	-0.10020	-0.09811	-0.20050	0.04074	0.00791	0.03188	-0.02798	-0.00792	0.12451	-0.02577	-0.12963	0.05498	-0.02829	0.00787	0.09270	0.17229	0.02484	-0.05096	-0.07904	-0.09665	0.04559	0.14934	-0.06583	-0.11787	0.04890	-0.02962	0.06824	-0.04770	-0.11089	0.03482	0.03325	-0.03166	-0.02214	-0.16143	0.14633	0.10742	-0.03391	-0.13420	-0.01396	0.06367	0.01845	0.07942	-0.09278	-0.13139	-0.07849	0.10500	0.02940	0.18605	-0.18241	0.01086	-0.09863	-0.02956	-0.00288	0.16932	0.11410	-0.00644	0.23065	0.00068	0.04902	-0.12624	0.03889	0.05500	0.00070	0.04007	0.01493	0.05511	0.03851	-0.00520	-0.00007	-0.06090	-0.06402	-0.09699	-0.06938	-0.11893	0.12228	-0.03258	0.06807	0.01719	-0.07788	0.04061	0.11483	0.04541	0.04865	0.02351	0.17474	0.09554	-0.02142	-0.03113	0.08449
-0.01568	-0.11043	0.06202	-0.11712	-0.20489	-0.01517	0.04250	-0.05470	0.02090	-0.09385	0.03978	-0.03333	-0.05205	-0.02007	-0.01780	0.09927	0.15844	-0.12394	0.06000	0.14862	-0.02818	-0.04206	0.10690	0.01272	-0.01571	0.24340	-0.13474	0.03824	-0.22080	-0.05514	0.05132	-0.10002	0.16447	-0.05729	-0.07922	0.02293	-0.30555	0.04711	-0.13668	0.16276	0.07794	-0.12239	-0.04668	-0.03466	-0.02622	0.16492	-0.11926	-0.01184	-0.02486	-0.04297	-0.08154	-0.15157	-0.04000	0.04136	0.24923	0.11955	-0.10690	-0.10374	-0.13337	0.15419	-0.02211	-0.01038	-0.08514	-0.11536	-0.13936	-0.02833	-0.02760	-0.02881	-0.06611	0.11250	-0.09232	-0.00360	-0.00479	0.02303	0.00392	-0.09482	-0.12577	-0.01086	-0.12021	0.11728	0.08986	0.02259	-0.03976	0.04991	-0.13360	-0.09329	0.03740	0.14040	-0.06023	-0.10712	-0.16630	-0.05216	-0.13658	0.07176	-0.18968	0.02956	-0.08050	-0.01760	0.08789	-0.13195	0.18217	0.06369	0.10640	0.08604	0.19598	-0.13171	-0.06812	0.01645	-0.02253	0.02337	-0.13348	-0.09750	-0.05587	-0.20000	0.05467	-0.02897	0.07366	0.00481	0.02052	0.12260	-0.00225	-0.05432	0.00528	0.09125	-0.05336	0.05367	0.15265	-0.00545	-0.07652	-0.19971	-0.18277	-0.00028	0.13195	-0.02872	-0.13081	-0.01027	-0.06324	0.10740	-0.02311	-0.15708	0.05451	0.09111	0.00655	0.04045	-0.10035	0.08011	0.09215	-0.06130	-0.16907	-0.05342	-0.01199	-0.00462	0.06447	-0.15865	-0.13855	0.01076	0.05634	0.01805	0.19609	-0.10517	0.05542	-0.01673	-0.00308	-0.00228	0.06272	0.06991	0.03310	0.21955	-0.03058	0.09794	-0.14223	0.03739	0.04414	-0.01693	-0.00464	0.00466	0.07011	-0.04608	-0.01461	-0.04744	-0.11230	-0.00634	-0.04642	-0.05568	-0.06638	0.11153	0.01351	0.08910	0.10608	-0.07193	0.00201	0.09637	-0.00029	0.06530	0.08032	0.17235	0.19753	-0.06803	-0.02324	0.11795
0.02678	-0.13271	0.05022	-0.05438	-0.14979	-0.04399	-0.01456	-0.02070	-0.00893	-0.09634	0.12210	0.00649	0.02539	-0.06826	-0.14809	-0.03505	0.10672	-0.09641	0.08927	0.04820	-0.06255	0.02320	0.06171	0.05551	-0.07324	0.26683	0.00329	-0.05196	-0.13913	-0.13998	0.03962	-0.13810	0.20076	-0.01685	-0.15719	0.07862	-0.08508	0.03405	-0.14390	-0.04143	0.15695	0.00182	-0.06176	-0.02963	0.09725	0.10279	-0.03663	-0.02135	-0.12931	-0.00596	-0.05112	-0.01434	-0.13470	0.09999	0.24808	0.01274	-0.07220	-0.08705	-0.24395	0.03604	-0.05262	0.06981	-0.01725	-0.11447	-0.08432	0.00917	-0.08263	-0.12666	-0.08636	0.03476	-0.09409	-0.07076	0.04110	0.10809	0.00690	-0.01175	-0.15964	-0.06995	-0.12229	-0.01763	0.08823	0.06742	-0.00079	0.12137	-0.07803	-0.15405	-0.02375	0.05791	-0.08561	-0.10062	-0.01865	-0.10552	-0.14557	-0.03657	-0.11369	-0.11778	0.04495	-0.01216	0.13378	-0.26007	0.04101	-0.06912	0.16728	0.10263	0.31270	-0.25023	-0.04449	0.03661	-0.06310	0.05509	-0.13112	-0.02007	-0.07108	-0.21299	0.01937	0.02712	0.03445	-0.14190	-0.04116	0.06375	-0.03671	-0.04723	0.13505	-0.20950	-0.08225	0.03295	0.13975	0.03815	0.00986	0.00163	0.02658	-0.10412	0.10970	0.01012	-0.05784	-0.00883	0.00737	-0.06098	0.00920	-0.11558	0.04792	-0.00133	0.00670	-0.04564	-0.22305	0.12413	0.07853	-0.02478	-0.13841	0.03633	0.11080	0.06860	0.01524	-0.04833	-0.12259	-0.08746	0.13224	0.06751	0.12325	-0.16776	0.08033	-0.22097	-0.00142	-0.09498	0.20703	0.14066	-0.02592	0.13633	-0.03338	0.05087	-0.06554	0.14845	0.06862	-0.03302	0.13530	-0.03246	0.01696	-0.07784	0.07357	0.05830	0.05358	-0.07355	-0.06234	-0.06318	-0.02989	0.09032	-0.00864	0.00818	-0.03593	-0.13235	0.05180	0.04977	0.01846	0.10689	0.07410	0.16694	0.04614	0.06767	0.01910	0.09111
-0.06538	-0.03583	-0.01844	-0.11880	-0.14943	0.03769	-0.01497	0.03977	-0.06826	-0.06249	0.12617	-0.02716	-0.03102	-0.08071	0.03717	0.04002	0.15753	0.04333	0.19197	0.13507	-0.28809	-0.02924	0.01719	0.05786	-0.03517	0.26337	-0.09795	0.01863	-0.14840	-0.13429	0.08284	-0.05486	0.16021	-0.07271	-0.16152	0.10195	-0.09504	0.05127	-0.16771	0.10196	0.17228	0.05813	-0.05882	-0.02418	0.11338	0.06213	0.02504	0.06785	-0.09106	0.06796	0.01212	-0.06924	-0.07450	-0.01473	0.24047	-0.03108	-0.01437	-0.00986	-0.24568	0.17415	-0.10226	-0.02205	-0.01656	-0.09368	-0.22573	-0.16051	-0.00592	-0.05839	-0.00290	0.02070	-0.11893	-0.14536	0.04425	0.07635	-0.04396	0.09514	-0.21107	-0.10174	-0.07593	0.03869	0.16601	0.04448	-0.09586	0.18045	-0.19208	-0.07078	-0.10347	0.10076	0.00655	-0.05807	-0.06719	-0.10219	-0.22742	0.07243	-0.09681	-0.11833	-0.04334	-0.00511	0.14859	-0.10015	0.21431	0.02794	0.03179	0.07301	0.27948	-0.20251	-0.22491	0.08569	-0.06608	0.10791	-0.00982	-0.06903	-0.10641	-0.10614	0.11033	0.04138	0.10283	-0.18266	0.06942	0.08294	-0.01521	-0.10395	0.18199	-0.14065	-0.15254	0.05027	-0.00289	0.06668	-0.06256	-0.09114	-0.06280	0.01195	0.00360	-0.08974	-0.08008	-0.04232	-0.05666	-0.07212	0.06695	-0.11165	0.07307	-0.02932	0.01963	-0.00900	-0.10637	0.13460	0.10117	-0.03012	-0.15751	0.00624	0.08178	0.00179	0.19634	-0.10197	-0.06080	-0.01917	0.14483	0.06010	-0.00200	0.01087	0.14238	-0.09637	0.05086	-0.03712	0.09994	0.13753	-0.06290	0.08748	-0.02825	0.03401	-0.21139	0.03074	-0.02457	-0.07639	0.08183	-0.01851	0.01969	-0.06249	-0.02655	-0.02640	0.11093	-0.01430	0.05093	-0.02170	-0.10457	0.15323	0.13260	0.05327	-0.07175	-0.18105	0.10613	0.17223	-0.00147	-0.00628	-0.05736	0.32797	0.06150	0.14702	-0.15103	-0.09233
0.01323	-0.07898	0.01362	-0.05083	-0.21206	0.07715	0.06667	0.01934	-0.00034	-0.08333	0.07847	-0.03372	-0.04898	-0.02406	0.00747	0.00633	0.13778	0.00176	0.11478	0.13840	-0.15512	-0.06214	0.07087	-0.05175	-0.07895	0.24443	-0.12083	-0.01903	-0.15025	-0.13324	0.02244	-0.08480	0.20439	-0.12045	-0.13385	0.03355	-0.16930	-0.01734	-0.19860	0.06698	0.13416	-0.01054	-0.05546	-0.04646	0.07439	0.10370	-0.10043	0.01090	-0.08661	0.05158	-0.06482	-0.07351	-0.10668	0.00497	0.26998	0.05381	-0.06710	-0.01867	-0.18504	0.13360	-0.06311	0.01853	-0.01630	-0.11174	-0.14301	-0.05206	-0.04351	-0.08125	-0.04210	0.05658	-0.11999	-0.06867	0.05645	0.10130	0.00395	-0.02882	-0.18033	-0.08988	-0.09063	0.01772	0.14781	0.12589	-0.05937	0.10829	-0.10506	-0.12388	-0.03382	0.11791	-0.00952	-0.14053	-0.09584	-0.10305	-0.12175	0.04091	-0.14899	-0.05357	0.00870	-0.01839	0.08253	-0.18015	0.10434	-0.02539	0.11742	0.13250	0.31321	-0.21133	-0.07702	0.03584	-0.08481	0.04973	-0.08525	-0.04383	-0.08598	-0.19349	0.07029	0.03204	0.02834	-0.06668	0.04039	0.08234	-0.00647	-0.16026	0.09993	-0.11247	-0.08329	0.10051	0.14040	0.00313	-0.00916	-0.04348	-0.06457	0.02612	0.11381	-0.09254	-0.08582	-0.01483	-0.07552	0.01714	0.03802	-0.14193	0.04393	-0.04100	0.00473	-0.00205	-0.11497	0.16541	0.09905	-0.02993	-0.13519	0.00107	0.08338	0.03610	0.05848	-0.04758	-0.08143	-0.05936	0.11788	0.05953	0.13139	-0.07879	0.08864	-0.08237	0.01284	-0.05227	0.21694	0.11264	-0.06565	0.19775	-0.00235	0.02926	-0.15345	0.05284	0.03427	-0.00920	-0.03414	-0.04171	0.02230	-0.00616	-0.00900	0.02365	-0.04474	-0.01928	-0.06146	-0.07392	-0.13811	0.14733	0.03599	-0.00056	-0.05140	-0.15669	0.05435	0.08489	0.01381	0.02990	-0.02678	0.25882	0.01038	0.04209	-0.08718	0.01257
-0.07617	-0.10962	0.08105	-0.17824	-0.26019	-0.07008	-0.00138	-0.05952	-0.11009	-0.13238	0.13161	0.07047	0.00539	-0.18081	-0.24151	0.11695	0.13365	-0.12476	0.02865	0.18485	-0.04366	-0.02353	0.10331	0.00816	-0.05209	0.27812	-0.02505	-0.11983	-0.28216	-0.03569	-0.01402	-0.12289	0.15613	0.03073	-0.18610	0.08402	-0.07322	0.11454	-0.22481	-0.02519	0.00223	-0.06193	-0.10294	-0.02177	0.11733	0.12675	-0.14512	0.00555	-0.06390	0.05865	-0.03131	-0.04291	-0.10670	0.00203	0.15398	0.00573	-0.03848	-0.04662	-0.18848	0.20767	-0.01877	0.06124	-0.10262	-0.18165	0.06313	-0.16973	-0.05774	-0.14927	-0.07045	0.09068	-0.03467	-0.05482	-0.03475	-0.06942	0.00958	0.03941	-0.18144	-0.06465	-0.15445	0.03386	0.06489	0.05458	0.08516	0.18056	-0.11732	-0.11535	-0.07311	0.07888	-0.18610	-0.02262	-0.15882	0.03564	-0.05519	0.06782	-0.02569	0.02105	0.26696	-0.02913	0.08654	-0.06125	0.16757	-0.10884	0.16702	0.07839	0.23136	-0.22517	-0.01812	0.03494	-0.08197	0.05460	-0.01238	0.02577	-0.12486	-0.24786	0.05084	-0.03788	0.07602	-0.15115	-0.13590	-0.00447	-0.07189	-0.08061	0.12597	-0.07830	-0.12121	-0.06759	0.10302	0.00347	0.00368	-0.15948	-0.07100	-0.10580	0.15071	-0.04851	-0.05661	0.04661	-0.08896	-0.04613	0.03350	-0.06212	-0.13052	-0.01784	0.04366	-0.01751	-0.13144	0.20768	0.00164	-0.01885	-0.03286	0.09588	0.06036	0.14604	-0.05487	-0.08134	-0.13940	-0.02292	0.03402	0.10828	0.12817	-0.17076	0.01380	-0.22001	0.09222	-0.03957	0.15540	0.23431	-0.03013	0.03203	0.06836	0.09636	-0.05644	0.20654	0.08937	-0.06890	0.09339	-0.04288	0.08934	0.00292	0.04772	-0.03079	0.11679	0.01540	-0.05603	-0.04211	-0.04600	0.11084	0.02190	0.05670	-0.04713	-0.08137	0.07087	0.12176	-0.02083	0.17418	-0.00612	0.23488	0.10941	0.07772	0.01173	-0.01879
